TUCASEID,TEAGE_EC,TEELDUR,TEELWHO,TEELYRS,TRELHH,TUECLNO,TULINENO,TXAGE_EC,TXELDUR,TXELWHO,TXELYRS
20231110232010,85,2,49,-1,0,3,-1,60,0,0,-1
20231110232048,85,4,24,10,1,2,2,60,0,0,0
20231110232076,79,4,39,2,0,5,-1,0,0,0,0
20231110232076,85,4,40,2,0,6,-1,60,0,0,0
20231110232076,79,4,49,2,0,7,-1,0,0,0,0
20231110232076,60,4,20,5,1,2,2,0,0,0,0
20231110232088,75,4,20,2,1,2,2,0,0,0,0
20231110232116,79,2,56,-1,0,3,-1,0,0,0,-1
20231110232116,80,2,56,-1,0,4,-1,60,0,0,-1
20231110232116,85,2,56,-1,0,5,-1,60,0,0,-1
20231110232116,78,2,56,-1,0,6,-1,0,0,0,-1
20231110232116,76,2,56,-1,0,7,-1,0,0,0,-1
20231110232173,76,1,47,-1,0,3,-1,0,0,0,-1
20231110232189,85,4,20,2,1,2,2,0,0,0,0
20231110232201,85,4,33,6,0,2,-1,60,0,0,0
20231110232201,85,4,34,6,0,3,-1,60,0,0,0
20231110232201,75,4,44,1,0,4,-1,0,0,0,0
20231110232290,69,4,38,32,0,2,-1,0,0,0,0
20231110232296,80,4,33,2,0,3,-1,60,0,0,0
20231110232323,69,4,33,8,0,4,-1,0,0,0,0
20231110232336,79,4,20,5,1,2,2,0,0,0,0
20231110232352,73,4,38,2,0,2,-1,0,0,0,0
20231110232352,68,3,49,-1,0,3,-1,0,0,0,-1
20231111230686,77,4,44,6,0,2,-1,0,0,0,0
20231111231030,75,4,20,3,1,2,2,0,0,0,0
20231111231075,60,1,20,-1,1,2,2,0,0,0,-1
20231111231175,85,4,40,2,0,3,-1,60,0,0,0
20231111231316,85,4,44,3,0,3,-1,60,0,0,0
20231111231450,69,4,24,35,1,3,3,0,0,0,0
20231111231471,79,1,44,-1,0,3,-1,0,0,0,-1
20231111231471,53,1,44,-1,0,4,-1,0,0,0,-1
20231111231659,85,1,47,-1,0,7,-1,61,0,0,-1
20231111231773,85,4,33,8,0,5,-1,60,0,0,0
20231111231846,85,4,33,11,0,5,-1,60,0,0,0
20231111231846,85,4,34,11,0,6,-1,60,0,0,0
20231111231888,78,3,25,-1,1,2,2,0,0,0,-1
20231111231944,79,4,56,2,0,2,-1,0,0,0,0
20231111231960,80,4,41,2,0,3,-1,60,0,0,0
20231209230754,80,4,33,10,0,3,-1,60,0,0,0
20231210230224,57,4,24,8,1,2,2,0,0,0,0
20231210230633,80,4,33,3,0,3,-1,0,0,0,0
20231210230633,85,4,34,3,0,4,-1,60,0,0,0
20231210230672,85,4,48,13,0,2,-1,60,0,0,0
20231210230755,74,2,35,-1,0,2,-1,0,0,0,-1
20231210230872,80,4,34,2,0,3,-1,60,0,0,0
20231210230959,60,1,33,-1,0,4,-1,0,0,0,-1
20231210230994,80,3,33,-1,0,6,-1,60,0,0,-1
20231210231133,85,1,43,-1,0,3,-1,60,0,0,-1
20231210231201,85,3,47,-1,0,2,-1,60,0,0,-1
20231210231231,85,4,33,3,0,2,-1,60,0,0,0
20231210231295,75,4,34,2,0,5,-1,0,0,0,0
20231210231385,76,4,34,15,0,4,-1,0,0,0,0
20231210231504,75,2,33,-1,0,3,-1,0,0,0,-1
20231210231504,67,2,34,-1,0,4,-1,0,0,0,-1
20231210231554,80,3,34,-1,0,3,-1,60,0,0,-1
20231210231554,80,2,33,-1,0,4,-1,60,0,0,-1
20231210231591,85,4,33,3,0,3,-1,60,0,0,0
20231210231594,85,4,47,2,0,5,-1,60,0,0,0
20231210231739,78,4,20,10,1,2,2,0,0,0,0
20231210231775,80,4,38,5,0,3,-1,0,0,0,0
20231210231808,78,1,35,-1,0,2,-1,0,0,0,-1
20231210231913,85,4,44,2,0,2,-1,60,0,0,0
20231210232289,80,4,40,10,0,3,-1,60,0,0,0
20231211230254,62,4,24,5,1,3,3,0,0,0,0
20231211230277,78,4,34,10,0,8,-1,0,0,0,0
20231211230277,71,4,33,10,0,9,-1,0,0,0,0
20231211230532,71,4,35,1,0,2,-1,0,0,0,0
20231211230559,80,2,44,-1,0,2,-1,60,0,0,-1
20231211230573,85,1,44,-1,0,2,-1,60,0,0,-1
20231211230590,80,2,47,-1,0,3,-1,60,0,0,-1
20231211230591,80,1,33,-1,0,3,-1,60,0,0,-1
20231211230630,78,4,43,6,0,3,-1,0,0,0,0
20231211230633,80,1,44,-1,0,6,-1,0,0,0,-1
20231211230647,80,4,35,5,0,2,-1,60,0,0,0
20231211230670,80,4,49,10,0,2,-1,60,0,0,0
20231211230670,63,1,56,-1,0,3,-1,42,0,0,-1
20231211230670,78,1,56,-1,0,4,-1,42,0,0,-1
20231211230721,85,4,20,6,1,2,2,0,0,0,0
20231211230728,85,4,33,4,0,3,-1,60,0,0,0
20231211230731,85,4,24,2,1,2,2,0,0,0,0
20231211230746,85,3,49,-1,0,6,-1,0,0,0,-1
20231211230840,85,3,33,-1,0,2,-1,60,0,0,-1
20231211230849,80,1,56,-1,0,3,-1,0,0,0,-1
20231211230849,80,1,56,-1,0,4,-1,0,0,0,-1
20231211230871,85,4,33,3,0,3,-1,60,0,0,0
20231211230882,79,3,39,-1,0,5,-1,0,0,0,-1
20231211230896,79,4,20,3,1,2,2,0,0,0,0
20231211230901,75,4,24,10,1,2,2,0,0,0,0
20231211230901,74,4,24,10,1,3,3,0,0,0,0
20231211230969,73,3,20,-1,1,2,2,0,0,0,-1
20231211231002,77,4,24,2,1,2,2,0,0,0,42
20231211231002,68,4,24,2,1,3,3,0,0,0,0
20231211231003,69,4,20,2,1,2,2,0,0,0,0
20231211231062,85,4,33,5,0,5,-1,60,0,0,0
20231211231062,85,4,34,5,0,6,-1,60,0,0,0
20231211231079,80,1,43,-1,0,2,-1,0,0,0,-1
20231211231079,76,1,43,-1,0,3,-1,0,0,0,-1
20231211231085,85,4,24,6,1,2,2,0,0,0,0
20231211231111,74,3,37,-1,0,3,-1,0,0,0,-1
20231211231118,70,4,33,2,0,2,-1,0,0,0,0
20231211231118,73,4,56,3,0,3,-1,0,0,0,0
20231211231179,63,1,20,-1,1,2,2,0,0,0,-1
20231211231187,75,4,41,2,0,3,-1,0,0,0,42
20231211231222,70,1,43,-1,0,3,-1,0,0,0,-1
20231211231241,57,1,38,-1,0,6,-1,0,0,0,-1
20231211231241,85,4,24,1,1,2,2,60,0,0,0
20231211231271,69,1,33,-1,0,5,-1,0,0,0,-1
20231211231370,72,4,34,2,0,4,-1,0,0,0,0
20231211231370,65,1,44,-1,0,5,-1,0,0,0,-1
20231211231428,64,4,33,3,0,5,-1,0,0,0,0
20231211231431,85,4,39,5,0,4,-1,60,0,0,0
20231211231437,73,2,24,-1,1,2,2,0,0,0,-1
20231211231443,78,3,34,-1,0,3,-1,0,0,0,-1
20231211231473,85,4,41,5,0,3,-1,60,0,0,0
20231211231517,80,2,34,-1,0,3,-1,0,0,0,-1
20231211231517,76,1,33,-1,0,4,-1,0,0,0,-1
20231211231520,85,4,24,5,1,2,2,0,0,0,0
20231211231558,80,4,44,2,0,2,-1,60,0,0,0
20231211231558,80,3,56,-1,0,3,-1,60,0,0,-1
20231211231562,85,4,42,2,0,3,-1,60,0,0,0
20231211231596,74,4,38,10,0,2,-1,0,0,0,0
20231211231596,80,4,37,2,0,3,-1,60,0,0,0
20231211231620,80,4,43,6,0,2,-1,60,0,0,0
20231211231620,79,4,43,6,0,3,-1,0,0,0,0
20231211231654,85,4,40,7,0,3,-1,0,0,0,0
20231211231699,71,2,36,-1,0,2,-1,0,0,0,-1
20231211231716,85,3,20,-1,1,2,2,0,0,0,-1
20231211231720,69,4,33,2,0,7,-1,0,0,0,42
20231211231720,70,4,34,2,0,8,-1,0,0,0,42
20231211231721,85,1,43,-1,0,2,-1,60,0,0,-1
20231211231730,85,1,40,-1,0,3,-1,60,0,0,-1
20231211231756,85,4,39,15,0,4,-1,60,0,0,0
20231211231756,80,4,40,15,0,5,-1,60,0,0,0
20231211231756,85,4,41,20,0,6,-1,60,0,0,0
20231211231758,85,4,26,7,1,3,3,0,0,0,0
20231211231768,73,1,33,-1,0,2,-1,0,0,0,-1
20231211231782,80,2,30,-1,1,3,3,0,0,0,-1
20231211231796,80,2,56,-1,0,3,-1,0,0,0,-1
20231211231796,80,2,56,-1,0,4,-1,60,0,0,-1
20231211231809,85,2,43,-1,0,3,-1,60,0,0,-1
20231211231822,67,1,20,-1,1,2,2,0,0,0,-1
20231211231877,80,4,44,4,0,3,-1,60,0,0,0
20231211232058,85,4,56,10,0,2,-1,0,0,0,0
20231211232058,65,3,34,-1,0,3,-1,42,42,42,-1
20231211232058,85,4,41,3,0,4,-1,61,42,42,42
20231211232058,76,4,49,1,0,5,-1,42,42,42,42
20231211232063,80,3,49,-1,0,3,-1,60,0,0,-1
20231211232081,70,4,44,3,0,4,-1,0,0,0,0
20231211232095,80,4,33,3,0,5,-1,60,0,0,0
20231211232109,80,4,33,10,0,2,-1,60,0,0,0
20231211232109,80,4,34,10,0,3,-1,60,0,0,0
20231211232117,79,4,33,10,0,4,-1,0,0,0,0
20231211232117,67,4,39,15,0,5,-1,0,0,0,0
20231211232117,85,4,34,10,0,6,-1,0,0,0,0
20231211232125,68,4,24,3,1,2,2,0,0,0,0
20231211232126,64,4,43,5,0,2,-1,0,0,0,0
20231211232187,78,4,33,7,0,7,-1,0,0,0,0
20231211232215,78,4,35,4,0,2,-1,0,0,0,0
20231211232239,85,4,44,2,0,2,-1,60,0,0,0
20231211232271,76,1,38,-1,0,2,-1,0,0,0,-1
20231212230563,73,4,35,8,0,3,-1,0,0,0,0
20231212230563,63,1,43,-1,0,4,-1,0,0,0,-1
20231212230772,85,1,34,-1,0,3,-1,60,0,0,-1
20231212231470,80,3,43,-1,0,3,-1,0,0,0,-1
20231212231470,80,4,43,2,0,4,-1,0,0,0,0
20231212231510,70,4,56,19,0,3,-1,0,0,0,0
20231212231613,85,2,34,-1,0,3,-1,60,0,0,-1
